"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","From_PrivateTag","To","To_PrivateTag","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol","PrivateNote"
"0x025d4834f8ae3a0cf2ca16ddb74bc1be259558c11402f4ce1ba57eb146bcc72f","13718089","1638320499","2021-12-01 01:01:39","0xd1468dc3c9947eb472a9efc80543afdd601fbcd6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","4,200,000","$2.78","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xbd1e8da379190e8837559a6a25014cc3b2d44a6e3a0af94fc5db3488601fdb6a","13718094","1638320526","2021-12-01 01:02:06","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","600,312.496584341480475197","$0.40","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x45abd869a3b0652687d9924e5c5c350e9218247dba515f92a79c74f01153da33","13718126","1638321034","2021-12-01 01:10:34","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,591,218.296645598676045004","$1.05","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x4b80639f2fe247e5d67501978b0e1a9e279202615e4f4ade2f8535c39894b7d6","13718235","1638322333","2021-12-01 01:32:13","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","33,101,459.879790727513248373","$21.89","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xb36e2cf0c6f1932aaa413740db99cfb708533d2f479626e35bd34c7d743fa221","13718240","1638322377","2021-12-01 01:32:57","0xd070cf16ac247751ff2a78599eaa313a7be243a4","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","2,900,000","$1.92","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x7b891e68e5a1af7eae5e73924cefefc282ff768d28963bf1f859900e41886a80","13718246","1638322447","2021-12-01 01:34:07","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,591,218.296645598676045004","$1.05","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x9f5fa257672d17068faf57617a188404883c1d9141fa932bf9bd27cc108288ab","13718271","1638322750","2021-12-01 01:39:10","0xd5c8fa95975c1ae03fa875d4ce6d38289dd7beba","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","155,559,610.255432410802691914","$102.88","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xf0567b86ca700a613883cb604a8e960930e62e9b77441ef028fe937efeca73f8","13718355","1638324004","2021-12-01 02:00:04","0x5859d36e773360f3c058da620d8cff747a8bf908","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","20,832,980.984555059354351909","$13.78","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xe78b1ad1335f712aa2a1104bc88f13e70f40e115b3cb4cda82f7dca240e0da6c","13718355","1638324004","2021-12-01 02:00:04","0x9613c6cb9a51211f6526a9fe85fa704dde9f9110","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","6,368,598.790970240140567092","$4.21","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x31d7aa6657f1c699640b78319f56ee3c7cad4e04061247a6017b3cce5624fefb","13718415","1638324840","2021-12-01 02:14:00","0xdfc8a1e094792db89f5f57f02c90bf88825ea485","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","740,000","$0.49","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x9a019a5b81175789b96a4efb80f189854c3bf10dd6c821911f568703ef146bad","13718504","1638326050","2021-12-01 02:34:10","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","10,096,839.193315950083236023","$6.68","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xebc1b84cf257156636ee6298cb41f07c4605e0ce201b2a5dc59e0d1b816fa8ce","13718528","1638326458","2021-12-01 02:40:58","0x6266ac1aea5d4b8990dfc62eb9e6c75f66386222","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","3,326,297.642490597710631967","$2.20","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x58a6d5a74336b3d4e2b2c44e3b590651559306daeb7b38be635f111b16144a87","13718539","1638326609","2021-12-01 02:43:29","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","64,911,996.671657266456262532","$42.93","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xf2ff7dff9eb1cd051c64b5272878f6eea9a69e004e1183cd9c01ba200058e55f","13718577","1638327204","2021-12-01 02:53:24","0x3f0d69d84fce9c39188bbed1856aef475f39e93c","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","58,546,194.468628543131685727","$38.72","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xaa6cfdd89c1f5e07f5794dfe020541007c750380d08bc028c7cf7f1153530ece","13718588","1638327391","2021-12-01 02:56:31","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,000,000","$0.66","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xbed9e0748900954ee912a142064cd603e9bc3643c0a120aac0dba36f3903aa1e","13718588","1638327391","2021-12-01 02:56:31","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","300,186.474626930533508055","$0.20","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x00b709e7be0b247c5d6d3ae512a51625f4ec6a746ccd8c9753ebd6530109242c","13718597","1638327544","2021-12-01 02:59:04","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","883,716.152123331496158167","$0.58","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xf6d6ac3b207c8b7c117dbc987ce58a6671f9e7838844d968eb7e7debb3f96871","13718616","1638327762","2021-12-01 03:02:42","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","16,496,059.95873812842206026","$10.91","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x60839491f6cf95abc4ad0edc11092b109252fa724a03dc16b0c2a45a8a56743c","13718752","1638329659","2021-12-01 03:34:19","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","64,796,387.409108366656400909","$42.85","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x726539a439955cd75f0d84b5a7cd6b164c90e2d8fab5ef641cbb0c15054ac4b7","13718862","1638331142","2021-12-01 03:59:02","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,544,142.764041011319537664","$1.02","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xd88222f8d7a70a7b552ee806320b4f6275fb58120c31405ec91324c51ff93378","13718924","1638331912","2021-12-01 04:11:52","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","658,635.933467697221296486","$0.44","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x403cf075e6903e16c385d3b4fdefa25c299c1ab3b274504ab8f704272cb4b926","13718924","1638331912","2021-12-01 04:11:52","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","89,618.705063644073589473","$0.06","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x4e2b803e9175e3729bcc6634bcc55322b62b44521325bad53b850c2269cda3f9","13718938","1638332106","2021-12-01 04:15:06","0xaa6890e559b0b0bdd89a59ed4b447674e82e334c","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","52,694,568.709396213113349433","$34.85","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x64355dfc7a2e15a3e1471ac0e6ee1a53e52d7ee4edd5633d1db98aff6eeb871e","13718969","1638332543","2021-12-01 04:22:23","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","13,153,345.770939478154828668","$8.70","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x5507d717518f86db97276335f07303a73c612d4adf28503c124f5c361a0f85c0","13718989","1638332792","2021-12-01 04:26:32","0x95b5ed88e8cd49f95c3ad390d79d2f53426824ac","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","27,415,489.375343154345413399","$18.13","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xc867033c3c0e0805466c16306881289cd0548edf7d3252997e6d697bc9a81f96","13719014","1638333154","2021-12-01 04:32:34","0xf73c3c65bde10bf26c2e1763104e609a41702efe","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","23,608,740.954629602","$15.61","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x7f43e055a27cdfbf4d913d01b729d7d1f01772a927ba263c9cbd8a6732118e3b","13719022","1638333258","2021-12-01 04:34:18","0xbfc37a25bfad8187e63d9c3b6571fb964e85d878","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","22,000,000","$14.55","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x34cc5f5516245c0ddd5ef797a511d0371dd3310d546f40ac1918f9d507a5ff35","13719093","1638334082","2021-12-01 04:48:02","0x7f9030e79ea7f77c416520b64dbc2e2c81560447","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","32,452,223.3806","$21.46","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x7db49981fe0ff2655f5b5f2319189ecf9ce6ce3cb80047dd3c9514b0ea4da03d","13719096","1638334126","2021-12-01 04:48:46","0x4f51e6a5c01a399f5646c9da01a5db0fbf9901e3","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","58,691,429.137358012570076172","$38.81","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xfcb69b85f2f79009c3905311cc9dbe1e741f1ab1d9ddabbb8e2dbaf5faaf36bc","13719135","1638334563","2021-12-01 04:56:03","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","5,834,262.333698061765458451","$3.86","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x6e9a932f061accd764960bc956abf0dc9205e75567e04d34b49e14a22e3afbdf","13719171","1638335043","2021-12-01 05:04:03","0xd513f80547cdc4254bec5746f837e0862a848244","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","29,000,000","$19.18","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xf7a8fbbc6131caeb35ca039546f4b89c1af5f334d58e0089a5024d8ce99c5715","13719217","1638335688","2021-12-01 05:14:48","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,591,218.296645598676045004","$1.05","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x5eb2f457639564b74573d02e7f9be466e07f137d4d2a87aa93c2eb5341b832e2","13719278","1638336539","2021-12-01 05:28:59","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,591,218.296645598676045004","$1.05","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x58c10aab622f8847817dbf21b4f6da365cb8fb6fbf1e139d8fbcbb96be97c60e","13719325","1638337247","2021-12-01 05:40:47","0x43b661b4a4c38a2efe8a60c8d02cfe0bbba59b81","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","80,752,000","$53.40","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x0d92d2a0608085369f184f8496440d7cc319be538a2afd968483b4858a60c4c1","13719337","1638337363","2021-12-01 05:42:43","0xa9fe657a13ca7b11cda39af49cfba880ad3d086f","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","13,000,000","$8.60","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x7434133d847ecdb7b4d4624125df8481ded557c744c7a81b52455e0a5dc01050","13719412","1638338266","2021-12-01 05:57:46","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","3,890,346.40511320116325586","$2.57","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xbe64496604945adfbcc2e059750b04431395446e4f2ae8ec7f35be7b46acf4ba","13719461","1638339137","2021-12-01 06:12:17","0xccd80bd5314f96e58e83c84c9f711b9bef7f4f6b","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","199,089,516.631189521209089672","$131.66","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xbd39aef880c455f4c29e6e69990a51d64ca33cd0ef7fc1aac1444f38b6897e7b","13719495","1638339548","2021-12-01 06:19:08","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","13,421,473.166767919849231213","$8.88","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x89ff6011d10d1a1c3d2a121205a3ec1d112dceca58cdebd64036453ea7a8700a","13719538","1638340269","2021-12-01 06:31:09","0x612782cda36f8a4f88b676aebaa5d1dc31b5cb53","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","10,000,000","$6.61","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xb2e10f30ea837b6578ae56df7b76c4f8e10f2df1cf369509c2a3e1c67c0d570d","13719585","1638340974","2021-12-01 06:42:54","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","343,026,092.540757153016025279","$226.85","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x631fed81696c4a749fcb469435dfe4fa0baf70c6ab09e6928fa795ce44bb8ffb","13719586","1638340988","2021-12-01 06:43:08","0x2410da84b92532443283a431f1fdabfb74213172","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","51,563,500.464420005944932433","$34.10","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x50d04c79f1857cce49fc305a208529ee4119640fe3d8f102525668b2a87bc81e","13719598","1638341158","2021-12-01 06:45:58","0x6234b9e61e111ab4a719044fd96cb33a1cc51a01","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","40,000,000","$26.45","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x2fa6e6182729a284e181a2a133c740a8f64c582058bc4fd8d486c01fddbbd4b7","13719634","1638341654","2021-12-01 06:54:14","0xf73c3c65bde10bf26c2e1763104e609a41702efe","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","76,820,197.61280676","$50.80","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x8fd2b9b0338daca52d113b1b9d91022770d65ab721ae830adb7b226522ed2c4f","13719685","1638342418","2021-12-01 07:06:58","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","1,500,780.514331732897216425","$0.99","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xf72349144a9512838179140d5263b6e2ee219a829d155c1a88cfb9208cdd632c","13719732","1638343165","2021-12-01 07:19:25","0xcc8eb41b80d765c70e5e9254c553a3c323667049","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","161,398,000","$106.74","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x77529f921f4556f3ad71a34e2a327de6a576864167caa86386669c1a2db227aa","13719734","1638343267","2021-12-01 07:21:07","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","7,823,509.192773639370750315","$5.17","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xc69e97a78d48b9279c0ea6d2b3090806b5db3751b17ee5938195ce7fc00001d2","13719754","1638343534","2021-12-01 07:25:34","0x43b661b4a4c38a2efe8a60c8d02cfe0bbba59b81","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","75,283,793.6605506248","$49.79","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xa34057f07900cedce3cbaf9a0ec11564c0448db0b51df3774a91298cddb5cf97","13719755","1638343589","2021-12-01 07:26:29","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","10,085,983.825783291168057384","$6.67","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x0031413b907932463013e6937353fc1e9716b35de0afadcd8305808f3c0dcdf6","13719769","1638343731","2021-12-01 07:28:51","0x1d5e374ceccb3414e67f7fe5c571156b9269f1c1","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","270,922,956","$179.17","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0xafc643e499d18437b16e73e77e5967074d74d8862017f5b2e8db39df9b1e5414","13719770","1638343736","2021-12-01 07:28:56","0x92ffe72ee8a6a3df28d18d6ca01a8e17adf608f0","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","6,495,515.487200967346941321","$4.30","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x045f4c93d8543aaf9c5df4f8d430d096d870a136571aea8971fb0868b8dd90fc","13719802","1638344100","2021-12-01 07:35:00","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","4,000,000","$2.65","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x6a20fa28dba353dda2e32170dee4820d3efe6b74cbcda76495052360dd23d5fb","13719831","1638344524","2021-12-01 07:42:04","0x7732674b5e5ffec4785aefdaea807eeca383b5e6","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","883,716.152123331496158167","$0.58","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x80dea2452550dcb81b7d5431a6eedea62a6b9ba5ca55beeb2f2e81caf0020a4b","13719921","1638345906","2021-12-01 08:05:06","0x6e6d35312cf2a865a64dcc44260279c16fee4e5e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","17,267,502","$11.42","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x03148d3a3013e426a596e28e23b69537db36f88802063d7466875af0267c42cb","13720006","1638347175","2021-12-01 08:26:15","0x5660c518c5610493086a3ba550f7ad6eb7935d1e","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","26,342,281.150170824869952766","$17.42","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x05777389ad39a9d2bac2ac2df0fdd3a96b47a1a2b142260b61cc6f601c76c813","13720079","1638348131","2021-12-01 08:42:11","0xa298f9aebf770ebb102083479881a3e6695f8602","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","53,048,471.399716489449424762","$35.08","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
"0x5634c6b7c97d7b624e5b1e5f93fd3a67d350c94b85b8946fff042ca2443d0370","13720092","1638348381","2021-12-01 08:46:21","0xf73c3c65bde10bf26c2e1763104e609a41702efe","-","0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","ihsanalikapahi","33,565,254.8","$22.20","0x777e2ae845272a2f540ebf6a3d03734a5a8f618e","Ryoshis Vision","RYOSHI",""
